Mot,Commune,Voisin_1,Commune_1,Insertions_1,Suppressions_1,Substitutions_1,Voisin_2,Commune_2,Insertions_2,Suppressions_2,Substitutions_2,Voisin_3,Commune_3,Insertions_3,Suppressions_3,Substitutions_3
aléïdoûn,Saint-Loubès,alèïdoun,Lanton,{},{},"{('é', 'è'): 1, ('û', 'u'): 1}",oleydoun,Montussan,{},{},"{('a', 'o'): 1, ('é', 'e'): 1, ('ï', 'y'): 1, ('û', 'u'): 1}",,,,,
oléydoun,Saint-Louis-de-Montferrand,leydoun,Saint-Sulpice-et-Cameyrac,{},{'o': 1},"{('é', 'e'): 1}",,,,,,,,,,
leydoun,Saint-Sulpice-et-Cameyrac,oleydoun,Saint-Vincent-de-Paul,{'o': 1},{},{},olèïdoun,Lège,{'o': 1},{},"{('e', 'è'): 1, ('y', 'ï'): 1}",oléydoun,Saint-Louis-de-Montferrand,{'o': 1},{},"{('e', 'é'): 1}"
oleydoun,Saint-Vincent-de-Paul,leydoun,Saint-Sulpice-et-Cameyrac,{},{'o': 1},{},,,,,,,,,,
leydoun,Sainte-Eulalie,,,,,,,,,,,,,,,
oleydoun,Tresses-bis,,,,,,,,,,,,,,,
aleïdoun,Tresses,,,,,,,,,,,,,,,
aléydoun,Yvrac,oleydoun,Arcins,{},{},"{('a', 'o'): 1, ('é', 'e'): 1}",oleydoun,Barie,{},{},"{('a', 'o'): 1, ('é', 'e'): 1}",,,,,
oleydoun,Arcins,oleidoün,Parempuyre,{},{},"{('y', 'i'): 1, ('u', 'ü'): 1}",aléydoun,Yvrac,{},{},"{('o', 'a'): 1, ('e', 'é'): 1}",,,,,
oléydoun,Arsac-bis,olleïdoun,Cantenac,{'l': 1},{},"{('é', 'e'): 1, ('y', 'ï'): 1}",oleydoun,Lamarque,{},{},"{('é', 'e'): 1}",,,,,
oleïdoun,Arsac,olleïdoun,Castelnau-de-Médoc,{'l': 1},{},{},oleidoün,Parempuyre,{},{},"{('ï', 'i'): 1, ('u', 'ü'): 1}",olleïdoun,Cantenac,{'l': 1},{},{}
olleïdoun,Cantenac,oléydoun,Arsac-bis,{},{'ï': 1},"{('l', 'é'): 1, ('e', 'y'): 1}",oleïdoun,Arsac,{},{'l': 1},{},,,,,
olleïdoun,Castelnau-de-Médoc,alèïdoun,Lanton,{},{'e': 1},"{('o', 'a'): 1, ('l', 'è'): 1}",oleïdoun,Arsac,{},{'l': 1},{},oleydoun,Cussac-Fort-Médoc,{},{'l': 1},"{('ï', 'y'): 1}"
oleydoun,Cussac-Fort-Médoc,oleydoun,Montussan,{},{},{},olleïdoun,Castelnau-de-Médoc,{'l': 1},{},"{('y', 'ï'): 1}",lèïdoun,Lacanau,{},{'o': 1},"{('e', 'è'): 1, ('y', 'ï'): 1}"
oleïdoun,Labarde,oléidoun,Saint-Aubin-de-Médoc,{},{},"{('e', 'é'): 1, ('ï', 'i'): 1}",lèïdoun,Lacanau,{},{'o': 1},"{('e', 'è'): 1}",,,,,
